ClientID,ClientNaturalKey,FirstName,LastName,DOB,Age,Gender,Province,City,PostalFSA,Segment,PreferredLanguage,DigitalPreference,RiskTier,EmployerID,AdvisorID,JoinDate
CLT095663636,C5101456116,Mark,Martinez,1947-07-14,78,M,SK,East Erikport,J9H,Affluent,FR,App,Med,,,2014-03-07
CLT019712504,C5152300895,Charles,Adkins,2000-01-23,25,F,QC,Millerbury,H7V,Mass,FR,Call Centre,High,EMP02075976,ADV3302901,2018-12-05
CLT312206200,C0333119803,Daniel,Nichols,1976-07-19,49,M,SK,West Joseberg,X2Y,Mass,EN,App,Low,,ADV8274365,2011-07-18
CLT919105803,C1063527418,David,Hancock,1984-11-19,41,M,ON,Garciaville,P4X,Mass,Bilingual,Web,Low,EMP68350744,,2019-08-09
CLT701388760,C2762238471,Katie,Singleton,1960-05-28,65,M,SK,Port Alec,M2N,Mass,EN,Web,Low,EMP71521910,ADV1220938,2018-06-30
CLT297277795,C0213219204,Brenda,Roberts,1952-02-20,73,F,QC,Lake Kyle,V6R,Mass,FR,Call Centre,Med,,ADV5166288,2010-02-08
CLT080671786,C7836107502,Brooke,Hughes,1957-10-12,68,F,Unknown,Hayesstad,V1A,Mass,FR,Advisor,Med,EMP49351833,,2013-09-19
CLT327161351,C3035015662,Kyle,Campbell,1947-09-16,78,M,BC,Mitchellshire,T6Y,Mass,FR,Call Centre,Med,,,2021-02-12
CLT760878663,C1255957841,Jacqueline,Anderson,1955-11-07,70,F,ON,Karentown,R2N,Mass,EN,Call Centre,Low,EMP78488382,ADV7263712,2012-11-11
CLT223275477,C2923391169,Ana,Johnson,2007-12-25,18,F,QC,West Brentbury,E9J,Mass,FR,App,Med,,ADV1283076,2010-09-02
CLT932016869,C6952128681,Matthew,Juarez,1946-04-17,79,M,ON,Candacebury,B8V,Mass,FR,App,Low,EMP56236260,,2010-07-27
CLT682386497,C2279678728,Gary,Figueroa,1986-11-22,39,F,QC,South Alisonhaven,Y2E,Mass,FR,App,Low,EMP98024150,ADV3541888,2021-06-16
CLT263486056,C9617570351,Jack,Blair,1989-03-06,36,F,ON,South Lisa,B1E,Affluent,EN,Advisor,Low,,ADV0109168,2019-07-23
CLT526906943,C5657421139,David,Riddle,1969-03-24,56,F,ON,Craigville,G1G,Mass,EN,App,Low,,,2011-02-20
CLT223712992,C7165270065,Paul,Burton,1996-04-06,29,M,ON,Hernandeztown,C4B,Mass,EN,App,High,EMP25686980,ADV7598083,2024-09-01
CLT442106060,C5690742455,Karen,Garcia,1974-11-05,51,F,QC,West Feliciaside,L6B,Mass,FR,App,Low,EMP03252925,ADV9125031,2011-07-08
CLT103333948,C2068982865,Amy,Rodriguez,1994-01-20,31,M,QC,Parkerfurt,J3V,Mass,FR,Web,Med,EMP41717974,ADV3035116,2023-10-09
CLT240200113,C2718998871,Susan,Obrien,1971-06-09,54,F,ON,Port Catherine,X5G,Mass,Bilingual,App,High,EMP93889385,,2010-07-19
CLT716349422,C3135878880,Ashley,Jones,1995-11-11,30,F,QC,Ayersland,P7A,Mass,FR,Advisor,Low,EMP77764727,ADV3561690,2020-01-27
CLT186245097,C9424564548,John,Gardner,2006-08-07,19,M,ON,New Grantview,T5G,Affluent,Bilingual,App,Low,EMP07476436,,2012-04-29
CLT571969852,C1754322612,Randall,Patterson,1955-08-11,70,F,QC,Port Stacy,S3V,Mass,FR,Call Centre,Low,EMP41717974,ADV2961815,2018-10-07
CLT654781573,C4641729485,Jaime,West,1945-09-09,80,F,ON,Mcgeeburgh,T4N,Affluent,EN,App,Med,EMP70451236,ADV0350665,2012-01-31
CLT303595281,C2936748821,Thomas,Oconnor,2006-02-17,19,F,Unknown,Lake Marcshire,Y7M,Mass,EN,Web,Med,,ADV4617170,2010-12-28
CLT158207563,C0052452638,Eric,Murphy,1967-08-26,58,F,ON,North Brettmouth,J8S,Mass,EN,App,Med,,ADV6966898,2017-01-28
CLT134482315,C1631178027,Michael,Huang,1979-02-22,46,F,BC,Stevenstad,M2Y,Mass,EN,Web,Med,EMP11544478,ADV2883533,2015-07-16
CLT882470710,C7504478094,Carla,Suarez,2002-12-05,23,F,MB,Lake Peterchester,B5R,Mass,EN,App,Low,EMP88826615,ADV8919992,2012-03-03
CLT186767480,C6960281649,Alyssa,Armstrong,1968-02-26,57,M,ON,New Lindsaystad,T3N,Mass,EN,Call Centre,Low,,,2011-10-03
CLT579317077,C9098959214,Tara,Gordon,1968-02-22,57,M,QC,New Candace,J6E,Affluent,FR,Call Centre,Low,,ADV7222382,2010-10-16
CLT621633138,C2964016070,Michael,Davis,1977-07-30,48,M,ON,Stewartton,P5V,Mass,Bilingual,App,High,EMP54959241,ADV8574469,2019-12-02
CLT831010667,C3225332827,Jessica,Bryant,1998-11-01,27,M,ON,Jenniferville,S8B,Mass,EN,App,Low,EMP71991845,ADV0768830,2019-11-29
CLT381298567,C9432246610,Michael,Terry,1981-02-03,44,M,AB,Port Amber,P7L,Mass,EN,Web,Med,EMP77764727,ADV8919992,2022-02-20
CLT820132515,C7806498633,Cassandra,Mcclain,1985-01-20,40,F,QC,Vazquezfurt,H6Y,Mass,FR,Advisor,Low,,,2019-01-11
CLT702506730,C4400604143,Debra,Barber,1972-02-01,53,M,ON,New Peter,E9L,Mass,EN,App,Med,EMP75098573,ADV7222382,2016-08-12
CLT582882505,C0204040335,Mary,Miller,2003-07-04,22,M,Unknown,Kaisermouth,T3E,Mass,Bilingual,Call Centre,Low,EMP49191287,ADV8206610,2018-04-04
CLT891602863,C4985086794,Jessica,Bass,1947-01-01,78,F,ON,Andrewhaven,E6B,Mass,EN,App,Low,,,2010-05-10
CLT970068158,C4200708258,Christopher,Fowler,1982-01-21,43,M,ON,Hendricksburgh,A2G,Mass,EN,Web,Low,EMP77917971,ADV5506562,2018-08-28
CLT869986900,C1138246681,Kendra,Glover,1983-11-30,42,F,AB,Elizabethton,K1S,Mass,FR,Call Centre,Low,EMP72701347,ADV7327371,2022-05-16
CLT569629007,C9790757148,Christina,Erickson,1960-12-04,65,M,MB,Colemouth,G3N,Affluent,EN,App,Med,EMP67822954,ADV4675396,2022-07-20
CLT951092632,C8565829590,Nancy,Hardin,2001-08-08,24,M,AB,Lake Jessicachester,K2J,Mass,EN,Web,Low,EMP30602227,ADV5416504,2017-06-12
CLT674545872,C5442381265,Megan,Boone,2003-08-04,22,M,Unknown,Philiphaven,K2L,High Net Worth,FR,Web,Low,EMP04946277,ADV9905443,2021-01-19
CLT266384351,C9027112942,Michael,Williams,1994-03-09,31,M,ON,Rodneyland,N5X,Mass,Bilingual,App,Med,EMP33236597,ADV3557368,2023-11-28
CLT689424164,C8629973329,Calvin,Joyce,1949-01-04,76,M,AB,Lake Cody,T2N,Mass,EN,Web,Low,EMP27571824,ADV5381758,2013-04-05
CLT157248774,C0216071318,Mitchell,Waters,2003-04-17,22,F,ON,North Joseph,X9S,Mass,EN,App,Med,EMP30025876,ADV3589506,2014-02-12
CLT444108555,C6498521875,Alicia,Hartman,2007-12-16,18,M,BC,Codytown,G9N,Mass,EN,Call Centre,Low,,ADV0144871,2013-02-07
CLT484551112,C0492313273,Miguel,Martinez,1996-08-25,29,F,BC,Baileyshire,K3P,Mass,Bilingual,App,Med,EMP59303978,ADV5150146,2018-02-17
CLT129373878,C6527807952,Crystal,Neal,1959-12-10,66,F,ON,Brittanyview,C6E,Mass,EN,Call Centre,Low,EMP48004357,ADV6586365,2014-11-02
CLT203767924,C0618746470,Matthew,Harris,1970-09-13,55,M,ON,South Gabriela,R5Y,Affluent,EN,App,Low,,ADV6422244,2012-11-27
CLT416080118,C5449536887,Cheryl,Schneider,1977-10-02,48,M,QC,West Justin,T2S,High Net Worth,FR,Call Centre,Low,,ADV8804210,2023-07-29
CLT898940422,C9821469084,Natalie,Perez,1974-12-01,51,X/Other,QC,Clarkeport,L8S,Mass,FR,Web,Low,EMP98024150,ADV5351871,2012-11-15
CLT613307750,C6721397474,Nicole,Roach,1962-03-13,63,M,ON,Lake Deborah,K8Y,Mass,Bilingual,Web,High,EMP78927543,ADV2344113,2011-11-26
CLT742984491,C0888699676,Sara,Carter,1985-02-27,40,M,ON,Smithburgh,L4A,High Net Worth,EN,App,Low,EMP71991845,ADV5166288,2024-09-20
CLT453312383,C3267767309,Lisa,Sanders,1967-03-16,58,M,ON,North Brenda,T6T,Affluent,Bilingual,Call Centre,Low,,ADV7299532,2022-02-27
CLT183910900,C1497960074,Kevin,Johnson,1964-10-19,61,X/Other,ON,North Jeremyland,C1C,Mass,Bilingual,Web,Low,EMP35045382,,2021-03-05
CLT634424222,C5659010654,Dennis,Carroll,1992-08-23,33,M,QC,New Todd,R5R,High Net Worth,FR,Web,Low,,ADV6592216,2015-07-24
CLT155047039,C8481358044,Scott,Kent,1953-10-28,72,F,QC,Ernestchester,Y8J,Mass,FR,App,Low,EMP64404388,ADV5152685,2024-04-15
CLT405420886,C7431797759,Joshua,Perez,1968-11-26,57,F,AB,New Juliabury,Y5Y,Affluent,EN,App,High,EMP61712892,,2017-07-26
CLT084484229,C2724164171,Jill,Long,2003-04-03,22,F,QC,Garretttown,K5T,Mass,FR,Call Centre,Low,EMP94332778,ADV3623181,2015-04-07
CLT555249192,C7492574230,Alexis,Mckenzie,1986-04-21,39,F,ON,South Jose,V8G,Mass,EN,Advisor,Med,,ADV2665713,2022-06-17
CLT206345695,C8545020186,Sandra,Marsh,1968-07-07,57,F,BC,Lake Jasonland,B9L,Affluent,Bilingual,Web,Low,,ADV5427960,2019-04-15
CLT170827146,C0761373647,Ashley,Castillo,1960-06-12,65,M,ON,Lake Garrettfort,X6Y,Affluent,Bilingual,Call Centre,Low,,,2021-01-02
CLT600958045,C5069761298,Andrea,Thomas,1958-08-25,67,M,BC,Schroederberg,E4L,Mass,EN,Web,Low,,ADV9169308,2025-01-06
CLT976293279,C0581985702,Deborah,Knight,1972-05-22,53,M,QC,Jonesside,A8P,Affluent,FR,App,Low,EMP30345626,ADV7303769,2011-06-11
CLT818329930,C1583301442,William,Barrera,1982-03-20,43,M,NB,Lake Larryview,H4H,Mass,Bilingual,Advisor,Med,EMP37831815,ADV6267338,2015-08-05
CLT250219334,C1160323783,Andrea,Dillon,1969-11-17,56,F,ON,Johnchester,N5H,Mass,FR,App,Low,,,2018-05-22
CLT059820789,C8171363416,Amanda,Williams,1961-03-05,64,M,ON,Davistown,X3G,Mass,Bilingual,Web,Low,,,2014-01-25
CLT547672900,C4027399797,Whitney,Rogers,1963-11-25,62,M,QC,New Alan,R5R,Mass,FR,Call Centre,Low,EMP95512835,ADV2223003,2017-05-18
CLT655987101,C4164915757,Terri,Hicks,1958-10-18,67,F,QC,Maryville,L5P,Mass,FR,Web,Low,,ADV3207388,2018-04-25
CLT677123608,C0107654949,Francisco,Garza,1991-05-24,34,F,QC,New Rachel,M2A,Affluent,EN,App,High,EMP44159431,ADV5800037,2012-12-16
CLT059165858,C1088614585,John,Miller,1967-04-23,58,M,ON,Samuelborough,G4K,Mass,EN,Web,Med,,ADV8746433,2016-06-17
CLT416948867,C6207054656,Rodney,Wiggins,2005-02-04,20,F,MB,North Katie,V4H,Mass,EN,Advisor,Low,,,2012-06-28
CLT583501570,C0430920177,Christopher,Hill,1986-08-26,39,F,MB,South Austinport,K2C,Affluent,Bilingual,Advisor,Low,,ADV4845196,2025-02-01
CLT005307506,C2243545868,Stephanie,Williams,1968-01-14,57,F,NS,East Daniellefurt,C9L,Mass,Bilingual,Web,Low,EMP32199135,ADV2333456,2013-05-23
CLT949401033,C2244824935,Jacqueline,Harper,2006-09-25,19,F,QC,West Jose,S5H,Affluent,EN,Web,Med,EMP86989228,,2010-08-05
CLT448082911,C4020982389,William,Haney,1973-09-21,52,F,MB,Wilsonmouth,Y9V,Affluent,EN,App,Low,EMP91259675,,2019-09-05
CLT129416577,C5695288785,Maria,Lewis,1963-03-17,62,F,ON,Alexandriachester,E4K,Mass,EN,Call Centre,Low,EMP88918045,ADV8421930,2021-12-19
CLT714659982,C5018987851,Eric,Jones,1987-01-12,38,F,BC,Yorkmouth,L9G,Affluent,EN,Advisor,Low,EMP41839385,ADV0605872,2023-11-30
CLT582721299,C2984027787,Eric,Ramsey,1963-03-17,62,M,NS,Anthonyborough,Y8N,Mass,EN,Web,Med,EMP75272358,ADV5569700,2020-11-30
CLT827212166,C7023641830,Joshua,Simon,1975-01-19,50,F,ON,Gregorystad,V7K,Mass,Bilingual,Web,Low,EMP94290454,ADV6257525,2022-10-29
CLT014184407,C8799397266,Kathy,Wiley,1960-08-22,65,F,Unknown,New Michael,V8V,Mass,FR,App,Low,EMP21178469,,2011-07-27
CLT775203510,C2426456947,Michael,Carr,1974-02-04,51,M,Unknown,East Tracimouth,T9E,Mass,EN,Web,Med,EMP39086278,ADV6082853,2018-06-07
CLT200474030,C4529596166,William,Green,2004-04-25,21,M,QC,Libury,K1E,Mass,Bilingual,App,Low,,,2022-08-17
CLT623957397,C8908683610,John,Turner,2006-09-14,19,F,ON,West Stacyborough,X4L,Mass,Bilingual,Call Centre,High,EMP24991807,ADV1981475,2010-01-12
CLT556126475,C0043369953,Lisa,Miller,1958-11-19,67,F,ON,Bethanyfurt,K1H,Affluent,Bilingual,Call Centre,High,,ADV3541888,2024-10-07
CLT066373119,C4695420373,Brandy,Rodriguez,1976-06-19,49,F,NS,Chapmanville,M3P,Affluent,EN,Web,Med,,ADV5483576,2013-05-14
CLT343768893,C8776047972,Brenda,Bentley,2000-11-21,25,F,AB,West Jamesside,X4G,Mass,EN,App,Med,EMP95810810,ADV9100310,2023-09-07
CLT537728298,C5781948754,Patricia,Burke,1965-12-11,60,M,QC,Port Jenniferton,A8R,Mass,FR,Call Centre,Low,EMP81207238,,2022-11-03
CLT033870823,C2524229856,Eric,Vang,2003-04-23,22,M,NB,East Nicole,X4T,Affluent,EN,Advisor,Med,EMP41392161,ADV4857794,2021-01-20
CLT115007369,C0799064076,Lori,Gallagher,2006-08-09,19,F,ON,Hannabury,L3K,Affluent,EN,Advisor,Med,EMP14302539,ADV5800037,2021-03-07
CLT071731237,C2532450645,Gary,Sullivan,1991-10-23,34,M,AB,New Matthewmouth,H5K,Mass,EN,Advisor,High,EMP82499938,,2010-01-11
CLT670941970,C1156604157,Jon,Caldwell,1990-03-18,35,F,ON,West Kristin,V8P,Mass,EN,Call Centre,Low,EMP83812210,ADV4720841,2017-10-29
CLT496171316,C9445033510,Marcus,Green,1980-07-27,45,M,AB,Mcdanielstad,R9Y,Affluent,EN,Web,Low,,ADV3018307,2016-03-21
CLT906271328,C3079627885,Kristin,Peters,1983-01-02,42,M,Unknown,North Justinborough,X3J,Affluent,Bilingual,Web,Low,,,2017-04-28
CLT051577072,C4040303533,Jesse,Carpenter,1951-04-04,74,M,BC,North Sandratown,K8H,Affluent,EN,App,Low,EMP39897373,,2011-08-29
CLT691381259,C7921034046,Beth,Owen,1978-04-25,47,M,QC,Danielstad,G8G,Affluent,FR,Web,Med,EMP83304477,ADV3862371,2016-05-24
CLT237133452,C4046479922,Chad,Levine,1962-04-12,63,M,ON,Kevinport,V3P,Affluent,EN,Call Centre,Low,EMP88826615,ADV0194139,2017-01-20
CLT398965215,C1653131848,Edward,Jackson,1988-11-22,37,F,AB,East Rachel,R7V,High Net Worth,Bilingual,App,High,EMP23153744,ADV9813773,2014-08-13
CLT470813397,C8215176351,Brandi,Carter,1997-03-23,28,F,AB,Humphreyville,T4T,Affluent,Bilingual,App,Low,,,2011-09-26
CLT086070410,C2835824018,Colton,Garrett,1953-06-30,72,M,AB,Tabithaville,H3A,Mass,Bilingual,Call Centre,Med,EMP02075976,ADV4177023,2013-05-20
CLT564351010,C8445511053,Thomas,Rivera,1951-05-26,74,M,MB,New Arielmouth,L7H,Mass,Bilingual,Advisor,Med,EMP28772945,,2021-12-06
CLT761541997,C5230419652,Heidi,Walters,1998-05-04,27,F,MB,Robertsport,E3J,Mass,FR,Advisor,Low,,ADV1569720,2013-11-11
CLT858511847,C3919831781,Samuel,Olson,1956-11-16,69,M,QC,Port Austin,L9N,Mass,EN,App,Med,EMP36784932,ADV1438845,2013-10-25
CLT140212601,C9474782451,Edward,Huynh,1994-09-17,31,M,QC,Hernandezchester,S4B,Mass,FR,Web,Med,,,2019-09-16
CLT615871173,C1686538746,Crystal,Boone,1962-05-25,63,F,ON,New Christy,A6M,Mass,EN,Web,Low,,ADV0778975,2020-07-28
CLT445400028,C7152368690,Luis,King,1963-01-12,62,M,SK,Laurenbury,T1R,Affluent,EN,Web,Med,,ADV6898787,2018-05-09
CLT940083858,C2270293495,Tanya,Perez,1964-07-09,61,M,NS,Stoneburgh,T2J,Mass,EN,App,Med,EMP79567236,,2023-09-22
CLT185453678,C2134694804,John,Sanchez,2003-06-13,22,M,ON,North Christinamouth,R6X,Mass,EN,Call Centre,Low,,ADV7450251,2018-02-23
CLT947804741,C3894964306,Tamara,Santos,1973-09-05,52,M,ON,West Adamstad,N6P,Mass,EN,App,Med,,,2018-07-30
CLT646006969,C3731983257,Pamela,Martinez,1982-10-09,43,F,QC,South Rick,H5M,Mass,FR,Web,Low,,ADV6050537,2019-07-10
CLT821567598,C4952796797,Alec,Scott,1982-05-07,43,M,BC,Wallacestad,C3S,Mass,EN,Advisor,Med,,ADV6019204,2018-03-08
CLT550768016,C8114748834,Raymond,Smith,1995-09-28,30,F,ON,Michaelfurt,S9K,Mass,EN,Call Centre,High,,,2024-11-20
CLT454661745,C7304792664,Mary,Walters,1961-05-01,64,M,ON,Robinsontown,K4Y,Mass,EN,Web,Med,EMP56418798,ADV2840783,2015-10-27
CLT673019228,C8702085622,Ralph,Cherry,1953-10-18,72,F,BC,South Markchester,Y3T,Mass,EN,App,Med,EMP26826000,,2011-06-09
CLT243655585,C2045773309,Debra,Hall,1973-11-12,52,F,ON,New Jamieburgh,X3J,Mass,EN,App,Low,EMP86694395,,2017-01-26
CLT580813058,C1558119519,Stephen,Garcia,1958-05-03,67,F,AB,Amyshire,X2G,Mass,Bilingual,App,Med,,,2024-09-04
CLT363797380,C7427777388,Kenneth,Allison,1950-08-21,75,M,BC,Port Breanna,A2L,Affluent,EN,App,Med,EMP03795346,ADV1029692,2018-10-22
CLT986624135,C0483360219,Carrie,Arnold,1950-12-24,75,F,ON,Crossburgh,C1P,Mass,EN,App,Low,EMP58902408,ADV0073829,2017-05-04
CLT378533571,C2058059659,Jodi,Williams,1994-01-23,31,M,MB,Port Shannon,K6V,Mass,EN,App,Med,EMP30729480,ADV1914496,2017-03-01
CLT442284502,C0918774552,Linda,Cruz,1993-09-03,32,F,BC,Robinsonfurt,S8S,High Net Worth,EN,Web,Low,EMP05768464,ADV4135279,2015-07-12
CLT238594718,C9475029635,Barry,Mitchell,1957-01-19,68,M,ON,Fieldsstad,A6B,Mass,EN,Web,Low,EMP04185304,ADV2603546,2014-03-07
CLT606408565,C5796181425,Francisco,Sharp,1976-01-17,49,M,QC,East Jasmine,V6B,Mass,FR,Call Centre,Med,,ADV0743615,2013-07-21
CLT037383440,C9603263397,Danielle,Richmond,1947-04-16,78,M,QC,Antoniomouth,S9J,Mass,FR,Call Centre,Low,EMP91200891,,2023-05-02
CLT814992356,C5972353845,Jennifer,Carson,1975-09-17,50,M,AB,Robertfort,H8L,Affluent,EN,App,Med,EMP72457427,ADV7450251,2022-04-12
CLT258788859,C0436840449,Jesse,Vincent,1980-05-27,45,F,QC,Wilsonberg,K1B,Mass,FR,Call Centre,High,EMP08418701,ADV9653463,2018-06-08
CLT479098971,C1309776479,William,Sanders,2002-07-07,23,F,ON,Higginsmouth,Y4K,Mass,FR,Web,Low,,ADV0044032,2019-01-13
CLT306447809,C1169673514,Frank,Dougherty,1998-09-21,27,F,QC,Mariafurt,N5Y,Mass,FR,Web,Low,,,2023-01-26
CLT375421732,C8958453805,Ashley,Miller,2006-04-17,19,F,ON,South Mitchell,E4M,Mass,EN,Advisor,High,EMP88096071,,2011-11-28
CLT083335452,C3756717267,Angela,Wiley,1947-11-17,78,F,ON,South Chelsealand,K6V,Affluent,EN,Web,Low,,ADV5676366,2014-02-13
CLT284987580,C1228354117,Grant,Bradley,1990-04-20,35,M,ON,North Dustinland,V9B,Mass,Bilingual,Web,Med,EMP44132366,ADV5416504,2023-12-24
CLT471104540,C3786196797,Laura,Jones,1976-11-02,49,F,BC,West Stephen,C1K,Mass,EN,App,Low,EMP97256602,ADV5375311,2014-06-05
CLT480720004,C4507244496,Ronald,Rojas,1995-03-26,30,F,QC,Port Kristimouth,P1J,Affluent,FR,Web,Med,EMP14282158,ADV2846008,2010-10-05
CLT460670614,C8760148085,Cory,Beasley,1964-06-17,61,F,QC,Pachecofort,N7P,Mass,EN,Web,Low,,ADV5969127,2015-10-16
CLT685482241,C5440434258,Erica,Smith,1998-05-29,27,M,QC,North Jenniferton,B7B,Affluent,FR,Web,Med,EMP35682394,,2020-09-28
CLT031654404,C0420745619,Nicholas,Russo,2003-01-14,22,M,MB,Kellyside,X3L,Affluent,FR,Call Centre,Med,,ADV1039394,2010-10-07
CLT036922692,C8824262921,Jason,Roberts,1993-12-23,32,F,ON,Gutierrezton,K9M,Mass,EN,Web,Med,EMP57611719,ADV1220938,2020-02-24
CLT836229307,C4808895941,Keith,Obrien,1947-06-07,78,M,ON,Schneiderbury,P6Y,Mass,EN,Web,Low,EMP56761914,ADV8520575,2020-02-29
CLT118319262,C0501921738,Kayla,Bruce,1949-03-28,76,M,QC,Fitzgeraldfurt,Y3C,Mass,FR,Call Centre,Med,EMP15314639,ADV8919992,2024-06-09
CLT567468873,C2407926480,Mark,Garcia,2000-07-15,25,F,ON,East Erik,V3A,Mass,EN,Call Centre,Med,EMP95800811,ADV9879665,2020-03-20
CLT592674848,C9752200363,Charles,Wells,1974-04-03,51,M,ON,New Edwinfurt,A5K,Affluent,Bilingual,App,High,,ADV6724947,2010-02-17
CLT608627593,C0713933007,Richard,Herrera,1955-12-10,70,F,ON,Debbiemouth,P8H,Mass,EN,Advisor,Med,EMP14282158,ADV0547866,2018-06-28
CLT207963826,C2093121976,Mark,Long,1991-09-25,34,M,SK,Amyport,K4L,Affluent,Bilingual,App,Med,EMP74334262,,2010-05-14
CLT589301731,C7046788615,Michael,Durham,1950-03-03,75,M,ON,Lisaside,P1X,Mass,Bilingual,Web,Low,,,2015-05-29
CLT861769998,C5366702229,Michelle,Johnson,1987-10-26,38,M,BC,North Thomas,G3L,Mass,FR,Call Centre,Low,EMP37831815,,2012-05-22
CLT765791142,C3780769826,Patricia,Collins,1965-01-07,60,F,ON,West Rachel,C6K,Mass,EN,App,Low,,ADV1973400,2013-06-14
CLT537827176,C2594959803,Amber,Scott,1949-11-15,76,M,MB,Hillburgh,A5A,Mass,EN,Call Centre,Low,,,2018-06-30
CLT741814185,C0776118258,Rebecca,Webb,1976-12-19,49,M,ON,East Dylan,J1Y,Mass,EN,Call Centre,High,,,2014-04-17
CLT537279263,C3314632500,Tyler,Williams,2007-12-05,18,M,ON,Danielfort,H1M,Mass,EN,Web,Low,EMP61712892,ADV3994951,2022-11-06
CLT983206918,C6494380273,Scott,Daniel,2003-08-14,22,F,NS,Jeffersonshire,A8G,Mass,Bilingual,App,Low,,ADV6422244,2020-05-22
CLT742658502,C4558577053,David,Small,1985-10-03,40,M,QC,Kerrytown,V2S,Mass,FR,App,Low,,ADV8520367,2021-07-27
CLT343826399,C3271129548,Justin,Garcia,1990-11-04,35,M,MB,Lake Katherineburgh,R8X,Mass,Bilingual,App,Low,EMP78927543,ADV0729422,2020-02-16
CLT776550995,C0833822526,Richard,Moore,2000-12-31,24,M,ON,Blakehaven,B4J,Mass,Bilingual,Web,Low,,,2012-08-26
CLT841859246,C5548731315,Joel,Barber,1986-02-18,39,X/Other,QC,Jeanfurt,S3B,Affluent,FR,Web,Low,,,2011-07-29
CLT196178367,C8683925907,Kelly,Silva,1999-01-26,26,M,ON,Jacobfurt,J4S,Mass,EN,Web,Med,,ADV6610177,2019-02-19
CLT155326731,C4682995572,Roy,Chavez,1952-10-23,73,F,ON,East Curtis,S2M,Mass,EN,Web,Med,EMP17039132,ADV6934932,2018-01-28
CLT710387359,C3303908432,Stephanie,James,1953-12-04,72,F,QC,Juanhaven,R3B,Mass,FR,App,Low,EMP99663103,ADV1956036,2021-06-23
CLT770219345,C2425738019,Colleen,Bradley,1951-12-22,74,M,SK,Barrettton,S8H,Mass,EN,Call Centre,Med,,,2020-08-08
CLT509397679,C8143174836,David,Evans,2000-01-18,25,F,SK,South Theresaside,C3Y,Mass,EN,App,Low,,ADV8962924,2017-11-03
CLT336280830,C9236640763,Robert,Preston,1993-01-19,32,M,SK,Lake Willieburgh,P6E,Affluent,Bilingual,Web,Low,EMP69740806,ADV0396605,2015-10-30
CLT623451043,C8055009683,James,Montgomery,1953-11-07,72,F,ON,West Walterchester,B5M,Mass,EN,Call Centre,Low,EMP41880707,ADV1577933,2024-10-28
CLT576197078,C5845805688,Jake,Reeves,1992-09-17,33,F,MB,Billyfort,P3H,Affluent,EN,Call Centre,Low,EMP56550573,,2025-03-15
CLT588991066,C1017279614,Rachel,Wolf,1959-01-30,66,F,QC,Port Angela,B5A,Affluent,EN,Web,Low,EMP07608097,ADV8274365,2019-03-23
CLT529476876,C2644639074,Carolyn,Carrillo,1991-02-13,34,M,ON,Grantville,C2Y,Mass,EN,Web,Low,EMP82712226,ADV4161647,2022-01-07
CLT807572521,C6780303162,Joseph,Higgins,1966-11-18,59,F,ON,East Tracyland,Y8N,Mass,Bilingual,App,Med,,ADV2098858,2024-06-27
CLT500587014,C4508401797,Stephen,Young,1952-08-03,73,M,ON,East Stephaniebury,M4X,Affluent,Bilingual,Web,Low,,ADV7276536,2014-04-08
CLT402156352,C2421804143,Martha,Lane,1952-12-31,72,M,ON,Donnamouth,L6X,Affluent,Bilingual,App,Low,,ADV4258749,2025-05-07
CLT805345695,C3533256891,Tyler,Simpson,1982-04-08,43,F,ON,Gregorychester,A2X,Affluent,Bilingual,Web,Low,EMP21917805,ADV3207388,2022-12-01
CLT255858653,C6811147766,Gary,Olson,1979-01-19,46,F,ON,West Kennethmouth,H1E,Mass,Bilingual,App,Low,,ADV4767401,2021-11-25
CLT205909843,C8747004483,Shelia,Howard,1964-02-19,61,M,ON,South Bradley,E1Y,Mass,EN,App,Low,,,2013-01-05
CLT580406037,C2969623712,Paul,Williams,1982-05-21,43,F,SK,Hillburgh,J1S,Mass,Bilingual,Advisor,Low,,ADV5520976,2016-02-26
CLT725150806,C7762072057,Diana,Wilson,1946-08-14,79,M,ON,West Jessica,K9H,Affluent,EN,Call Centre,Low,EMP40240349,ADV2443329,2020-09-14
CLT425156434,C4447801836,Carolyn,Miller,1961-08-01,64,F,AB,Port Kimberlybury,P9R,Mass,EN,Advisor,Low,,ADV7904566,2024-04-13
CLT970202784,C0353226520,Benjamin,Pruitt,1966-08-28,59,F,QC,Stewartmouth,V3V,Affluent,FR,App,Med,EMP04421004,ADV9881375,2010-09-29
CLT634823120,C2787927189,Eric,Smith,1958-12-17,67,M,QC,Port Justinbury,R1P,Mass,FR,App,Med,EMP75871044,ADV7793302,2022-06-18
CLT884520518,C4626264278,Jaime,Lee,1991-02-19,34,M,AB,Reedberg,T7M,Mass,Bilingual,Call Centre,Low,,ADV1818717,2014-07-30
CLT272151328,C0462253867,Timothy,Perez,1945-05-17,80,M,QC,Donnahaven,N3Y,Mass,FR,Call Centre,Low,,ADV5506412,2022-03-29
CLT575948896,C8752220897,Anthony,Harvey,1997-03-17,28,F,Unknown,Terryburgh,C1T,Mass,FR,App,Low,EMP07885696,ADV0605872,2023-12-09
CLT973125126,C2869735545,Maxwell,Brown,1961-04-04,64,M,ON,Christophermouth,G7N,Mass,Bilingual,Call Centre,Low,EMP51730910,,2010-09-23
